JobseekerID,Name,Language,Education Level,Industry,Experience
11303,Sylvie Boonen,Dutch,High School,Transport,10+
24845,Johan Wuyts,French,Bachelor,Construction,2-4
16737,Martine Devos,French,Master,Energy,2-4
10243,Greta Faes,German,High School,Agriculture,0-1
12571,Jonathan Verhoeven Breugelmans,German,Bachelor,Logistics,0-1
18328,Vanessa Naessens,English,Bachelor,Technology,10+
16127,Alexandra De Clerck Lauwers,Spanish,Bachelor,Administration,5-10
19388,Johannes Peeters,German,PhD,Health and social services,0-1
15773,Manon Van den Bossche,Dutch,PhD,Administration,10+
24695,Brahim Bekaert Philips,German,High School,Hotels and restaurants,2-4
19001,Amina Verhoeven,German,Master,Education,5-10
18806,Rune Van Landeghem,French,Master,Logistics,0-1
18167,Elise Vrancken,Dutch,High School,Agriculture,10+
15625,Wim Geudens,English,Master,Education,5-10
15884,Martine Hermans,English,PhD,Construction,2-4
19822,Paul Verschueren Goethals,English,High School,Administration,2-4
20763,Joke Lemmens,German,PhD,Wholesale and retail,5-10
24400,Peter Dubois,English,High School,Financial intermediation,10+
18086,Sofia Lenaerts,English,PhD,Research,10+
23653,Sem Dierckx,English,Bachelor,Transport,10+
19236,Elsa Martens,French,High School,Transport,5-10
13068,Said Thijs,Dutch,Bachelor,Technology,0-1
10972,Barbara Simoens Carlier,French,PhD,Pharmaceutical,2-4
14265,Nathalie Saelens,Dutch,Master,Energy,5-10
23407,Ilse Lievens,French,High School,Manufacturing,2-4
22795,Robin Lambert,Dutch,PhD,Financial intermediation,10+
15294,Floor De Keyser Bertels,English,High School,Health and social services,0-1
21700,Erwin Van Campenhout,Spanish,PhD,Education,0-1
23931,Willem De Cock,English,High school,Cleaning,5-10
12698,Willem Van Rompaey Rombaut,Spanish,PhD,Energy,2-4
23830,Vanessa Nijs,English,PhD,Education,10+
21803,Ali Moens,French,Master,Construction,10+
11621,Christophe Vermeiren,Spanish,PhD,Pharmaceutical,2-4
16543,Eline Verbruggen,English,Master,Hotels and restaurants,2-4
14485,Joanna Van Hecke,German,PhD,Financial intermediation,2-4
24559,Femke Troch,Spanish,Bachelor,Financial intermediation,10+
10335,Johan Pauwels,Dutch,Master,Education,10+
14032,Joris Verstraeten Verhoeven,French,PhD,Hotels and restaurants,2-4
21818,Matteo De Mulder,English,Master,Transport,2-4
12193,Marleen De Bruycker,English,Master,Health and social services,5-10
19881,Ella De Smet,Dutch,Master,Wholesale and retail,2-4
18110,Valère Raes,English,High school,Cleaning,2-4
17503,Erik Vandendriessche,English,Bachelor,Education,5-10
23112,Cédric Huyghe,Dutch,Master,Wholesale and retail,10+
14831,Leo Bervoets,Dutch,Master,Construction,2-4
20540,Jean-Paul Celis,German,PhD,Financial intermediation,2-4
14706,Johanna Stevens,German,High School,Hotels and restaurants,10+
13723,Patricia Willems,Dutch,Bachelor,Administration,2-4
13733,Gilbert De Muynck,Spanish,PhD,Research,2-4
12383,Vic Cuyvers,Spanish,High School,Health and social services,10+
19718,Jan Van Daele,Spanish,Master,Wholesale and retail,2-4
15064,Nicole Adriaenssens,French,PhD,Hotels and restaurants,2-4
15653,Shana Eeckhout,German,PhD,Financial intermediation,5-10
22498,Ian Maes,Spanish,Bachelor,Energy,2-4
22991,Christiana Van den Eynde Van den Brande,Spanish,Bachelor,Manufacturing,0-1
24258,Veerle Huybrechts,Spanish,High School,Energy,0-1
18173,Christiaan Janssen,Dutch,PhD,Agriculture,2-4
20543,Davy Van Acker,English,Master,Administration,2-4
14626,Ludo Vranken,French,High School,Research,10+
10881,Lydia Helsen,English,PhD,Agriculture,0-1
14832,Karin Dejonghe Huys,German,Master,Education,0-1
17740,Diana De Bock Desmet,English,Bachelor,Logistics,5-10
24666,Bernard Faes De Meester,French,PhD,Education,2-4
12121,Monika Peters,Spanish,High School,Financial intermediation,2-4
14289,Peter Adriaensen,Spanish,Bachelor,Health and social services,5-10
23175,Katrien Vervaeke Hoste,Dutch,Bachelor,Wholesale and retail,0-1
20427,Pieter Aerts,Dutch,Master,Manufacturing,2-4
16444,Magdalena De Schepper,French,Master,Logistics,10+
14488,Willy Reynaert,Spanish,Master,Health and social services,0-1
21940,Rose Geeraerts,English,Master,Education,5-10
17877,Alex Goethals,English,High school,Cleaning,2-4
12463,Frans Vercauteren,French,Master,Agriculture,2-4
22507,José Thijs,Dutch,Bachelor,Technology,2-4
13458,Peter Verlinden,English,Bachelor,Technology,2-4
14846,Sofie Dierckx,German,Master,Hotels and restaurants,0-1
11683,Ahmed De Smedt Goyvaerts,French,Bachelor,Energy,2-4
22096,Marthe Proost,German,Bachelor,Transport,5-10
10166,Marie Vleugels,German,High school,Cleaning,5-10
16718,Nina Willekens,Dutch,Bachelor,Agriculture,10+
17383,Lena De Waele,Spanish,Bachelor,Financial intermediation,0-1
22061,Ahmed Smet,French,Bachelor,Manufacturing,2-4
22923,Amélie De Block,Spanish,Master,Wholesale and retail,5-10
10356,Etienne De Meyer,English,PhD,Manufacturing,10+
10527,Sarah Dillen,English,PhD,Logistics,0-1
19772,Linda Van Genechten,French,Master,Manufacturing,5-10
23229,Anna Jacobs,Dutch,Bachelor,Wholesale and retail,10+
24804,Isabel Vandenberghe,English,Master,Pharmaceutical,2-4
19159,Mathilde Tack,English,PhD,Energy,10+
14777,Kim Liekens,Spanish,Master,Wholesale and retail,0-1
20646,Margaux Bervoets,English,Master,Health and social services,5-10
12846,Diana Vermeire,Dutch,Bachelor,Health and social services,0-1
20053,Veerle De Weerdt,English,High school,Cleaning,10+
18320,Isabelle Lambrecht Lievens,English,Master,Agriculture,10+
12704,Miel Vandevelde,German,Master,Manufacturing,10+
22135,Martine Schepers,Dutch,Master,Pharmaceutical,0-1
19337,Anny Mestdagh,English,PhD,Health and social services,10+
14057,Bernadette Pieters,Dutch,Master,Research,5-10
11081,Martine Lambrechts,Dutch,PhD,Education,5-10
16213,Nicole Staelens,English,PhD,Technology,5-10
24466,Ann De Cock,English,PhD,Financial intermediation,5-10
14254,Lydia Kerkhofs,Dutch,High School,Administration,5-10
12148,Antoon Dobbelaere,Spanish,PhD,Health and social services,2-4
11984,Monique Claeys,Spanish,High School,Energy,0-1
12108,Marc Mertens,Dutch,PhD,Transport,5-10
18237,Sara Van Dyck Martens,Dutch,Master,Manufacturing,10+
12074,Mona Verstraeten,Spanish,Bachelor,Research,2-4
22239,Jennifer Lauwers,Spanish,PhD,Wholesale and retail,10+
15824,Marc Verfaillie Poppe,German,Master,Research,2-4
18289,Jean Maes,Spanish,High School,Pharmaceutical,10+
22176,Linda De Neve,Spanish,Bachelor,Administration,5-10
22696,Vera De Vos,French,Bachelor,Construction,0-1
17697,Dirk Swinnen,English,Master,Education,5-10
10824,Nicole Willems,German,Master,Logistics,2-4
22262,Jolien De Bruycker,German,Master,Health and social services,2-4
14656,Thibo Schepens,Dutch,High School,Energy,10+
18449,Dirk Neven,French,Master,Manufacturing,2-4
19701,Christa Claes,English,PhD,Financial intermediation,10+
23021,Guy Christiaens,German,Master,Education,5-10
10028,Janne Janssens,Spanish,Master,Health and social services,2-4
23067,Luc Maes,Spanish,High school,Cleaning,5-10
20539,Ingrid De Clercq,Spanish,Bachelor,Transport,2-4
15959,Herman Engels,English,PhD,Transport,2-4
17693,Claudine Marien,German,Master,Technology,0-1
20714,Hans Vandenbroucke,English,High School,Pharmaceutical,2-4
19387,Frank Verstraete,Dutch,High School,Technology,10+
19304,Juliette Janssens,Dutch,Bachelor,Technology,10+
11451,William Verstappen,French,Bachelor,Agriculture,2-4
15925,Robbe Goossens,Dutch,Master,Health and social services,2-4
18663,Tuur Deceuninck,German,PhD,Manufacturing,0-1
14276,John David,German,High school,Cleaning,5-10
13745,Gilles Van Camp,German,High School,Administration,0-1
14333,Angèle Somers,Spanish,PhD,Health and social services,2-4
15746,Nathalie Smeets,Spanish,PhD,Pharmaceutical,2-4
16207,Julien Rottiers,German,Bachelor,Technology,0-1
15738,Lena Boonen,Dutch,Master,Transport,5-10
23673,Sem Van Loo,Dutch,PhD,Logistics,10+
12414,Rosalie Devos,French,High School,Pharmaceutical,5-10
13652,Jens Vercruysse,English,High School,Agriculture,5-10
14699,Maria Stroobants,French,High school,Cleaning,0-1
13351,Yassine De Ridder,English,Master,Health and social services,0-1
21312,Stephanie Cools,Dutch,Master,Education,2-4
21903,Tom Verfaillie,German,Master,Logistics,5-10
10915,An Martens,Spanish,PhD,Wholesale and retail,0-1
17657,Valérie Thys,French,Master,Agriculture,10+
10439,Raymond Boone,French,Bachelor,Education,10+
18423,Annie Vandenbussche,Dutch,PhD,Hotels and restaurants,10+
24932,Etienne Van Bogaert,English,Bachelor,Wholesale and retail,10+
22694,Ilse Moens,French,High School,Pharmaceutical,0-1
22304,Sven Hermans,English,Master,Energy,10+
22538,Melissa Van Loon,French,PhD,Health and social services,10+
23009,Josiane Dupont,German,Bachelor,Health and social services,2-4
21575,Vanessa Aerts,Dutch,Bachelor,Financial intermediation,5-10
15386,Diane Ceulemans,English,Master,Energy,10+
19999,Karin Wouters,Dutch,Bachelor,Logistics,10+
14791,Ann Leroy,Spanish,High School,Administration,10+
13910,Anne-Marie De Roeck,Dutch,PhD,Administration,0-1
15286,Anne Van Camp,English,High school,Cleaning,5-10
24719,Bart De Moor,English,Master,Energy,10+
21473,Benny Thijs,Spanish,Master,Research,2-4
14415,Liam De Moor,Spanish,Master,Education,2-4
15343,Carlo Eeckhout,French,High School,Health and social services,5-10
20147,Peter Timmermans,English,Master,Education,0-1
10336,Sophie Verheyen,Dutch,High School,Energy,0-1
17742,Marijke Vervoort,Spanish,Master,Construction,2-4
24064,Karen Wouters,Dutch,Master,Administration,5-10
12023,Elise Houben,Spanish,PhD,Pharmaceutical,2-4
12556,Sofie De Pauw,English,Bachelor,Administration,5-10
18569,Alain Devriendt,Spanish,High school,Cleaning,2-4
12679,Pieter Martens,English,Master,Research,10+
11201,Julienne Vandekerckhove,Spanish,PhD,Wholesale and retail,10+
24087,Floor Janssen,French,High school,Cleaning,2-4
11650,Mehdi Van Belle,Spanish,PhD,Research,2-4
11169,Lotte Aerts,French,Master,Logistics,0-1
12989,Fien Van Damme,French,Master,Logistics,5-10
16446,Peter Vandamme,Dutch,Bachelor,Construction,5-10
22885,Freddy Pattyn,English,Master,Energy,10+
20442,Serge Goethals,Spanish,Master,Agriculture,2-4
12493,Marie Van Driessche,Spanish,High School,Manufacturing,10+
11550,Diana Wauters,German,Bachelor,Hotels and restaurants,5-10
18370,Flore Polfliet,Spanish,High School,Transport,2-4
11289,Anthony Smets,English,PhD,Wholesale and retail,10+
15232,Thierry Vleugels,English,PhD,Technology,2-4
14194,Emilie Michiels,Spanish,PhD,Logistics,5-10
14302,Silke Van Raemdonck De Smedt,French,PhD,Energy,5-10
22210,Joseph Stevens,German,High School,Administration,5-10
24840,Anny Jacobs,English,High School,Transport,0-1
18277,Hans Rogiers,German,Master,Wholesale and retail,2-4
21245,Marie De Meyer,German,High School,Pharmaceutical,5-10
13562,Willy Vaes,English,PhD,Research,5-10
17608,Catherine Hendrickx,French,PhD,Education,5-10
20414,Nicole Maes,French,PhD,Education,10+
17466,Elien Van den Broeck,English,PhD,Logistics,5-10
10849,Koen Smolders Van Baelen,Spanish,Master,Technology,10+
21997,Ida Sels,Spanish,Master,Logistics,5-10
10954,Andy Van den Bossche,German,High School,Pharmaceutical,2-4
22667,Nils Roosen,Spanish,High School,Pharmaceutical,0-1
10463,Godelieve Jacobs,German,High School,Energy,10+
22480,Matthew Vos Declerck,Spanish,High School,Health and social services,0-1
10411,Jo Vandevelde,French,PhD,Education,10+
20186,Rita Daems,French,High School,Pharmaceutical,2-4
16078,Eric Ramaekers De Baets,French,PhD,Financial intermediation,0-1
22454,Anke Van de Voorde,Spanish,Bachelor,Transport,0-1
20460,Sander Van Loon,German,High School,Administration,2-4
16589,Antoon Vanneste Wouters,German,PhD,Agriculture,0-1
22872,Maria Eeckhout,French,Master,Energy,0-1
16305,Maria Coppens,French,PhD,Financial intermediation,2-4
13560,Stijn Seghers Mertens,Spanish,PhD,Transport,10+
13039,Jean Stevens,Spanish,Bachelor,Administration,2-4
17270,Janne De Boeck,German,Master,Agriculture,10+
16630,Eric Verbeke,Dutch,High School,Hotels and restaurants,10+
22052,Anna Van Laere,German,Bachelor,Construction,2-4
14183,Elisabeth Cox,Spanish,Master,Manufacturing,2-4
24948,Monique Sterckx,English,PhD,Manufacturing,5-10
12129,Joeri Herman,Spanish,Master,Education,10+
17002,Jürgen Simons,Spanish,PhD,Education,10+
15483,Anne De Block,English,PhD,Agriculture,2-4
17422,Nick Van Acker,Spanish,Master,Health and social services,2-4
24595,Axelle Heremans,German,High school,Cleaning,2-4
10054,Maria Peeters,English,PhD,Transport,2-4
23561,Brian Van de Velde,Dutch,High School,Energy,5-10
22031,Finn Van Gorp,Spanish,PhD,Education,10+
22857,Ludo De Smet,Dutch,Bachelor,Technology,5-10
21828,An Smits,Dutch,Master,Financial intermediation,2-4
20523,Fleur Devos,English,PhD,Technology,0-1
18045,Bernard Decock,French,Bachelor,Logistics,10+
10656,Jolien De Wolf,Dutch,Master,Administration,10+
22337,Frieda De Clercq,Dutch,Bachelor,Agriculture,0-1
18411,Jean-Pierre Willems,French,Master,Financial intermediation,0-1
20182,August Temmerman,German,Bachelor,Education,0-1
23323,Anna Heylen,French,Bachelor,Financial intermediation,0-1
13958,Jelle Declerck,German,Master,Wholesale and retail,0-1
23627,Anita De Meyer,German,Bachelor,Manufacturing,5-10
19900,Eddy Van Raemdonck,French,Bachelor,Agriculture,10+
18472,Maria Faes,Dutch,Bachelor,Administration,10+
18171,Yves Huybrechts Janssens,German,Bachelor,Transport,0-1
20768,Ellen Dewaele,French,Master,Technology,10+
15387,Eddy Deckers,Spanish,Bachelor,Technology,2-4
12671,Annie De Moor,Dutch,High School,Transport,2-4
13126,Veronique Van Acker,German,High School,Wholesale and retail,10+
24624,Hubert Nuyts,English,High School,Construction,5-10
19648,Louise Vandewalle,Dutch,Bachelor,Construction,5-10
20535,Maurits Van de Voorde,Spanish,Master,Hotels and restaurants,10+
22107,Bart Desmet Huyghe,Spanish,High School,Energy,2-4
13197,Jan Vaes,French,Master,Logistics,10+
16370,Diana Kaur Van der Linden,Spanish,Master,Health and social services,5-10
21873,Jacobus Vervoort,English,Master,Education,5-10
24846,Nele Verhaegen,French,High school,Cleaning,5-10
22950,Kimberly Renders,Spanish,Bachelor,Administration,0-1
14924,Petra Sabbe Torfs,German,Master,Energy,10+
23641,Dries Vercauteren,Dutch,Bachelor,Transport,10+
14540,Wim Feys,English,Bachelor,Education,0-1
14386,Ivo Buelens,English,Master,Administration,0-1
11763,Jill Janssens,English,Bachelor,Financial intermediation,2-4
21615,Ward Yildirim,German,Bachelor,Manufacturing,10+
18934,Daan Matthys,Spanish,Master,Logistics,0-1
13678,Hanne Verbeeck,Dutch,High school,Cleaning,10+
21640,Yasmine Wouters,Dutch,Bachelor,Administration,5-10
15936,Marie Verdonck,German,PhD,Manufacturing,5-10
17411,Lieve Ceulemans,French,High School,Transport,0-1
19317,Eddy Liekens,Spanish,PhD,Agriculture,0-1
12516,Michelle Roelandt,English,High School,Financial intermediation,5-10
18639,José Mertens,French,PhD,Manufacturing,5-10
12712,Marie Verschueren,German,High school,Cleaning,10+
24854,Dennis Driesen,Spanish,PhD,Manufacturing,2-4
20762,Nadia Janssens,Spanish,High School,Agriculture,5-10
19907,Joseph Wynants,Spanish,PhD,Hotels and restaurants,10+
23224,Joost Geeraerts,French,PhD,Construction,10+
11648,Christine Baeten,French,Bachelor,Education,5-10
24952,Claudine Leroy,German,Bachelor,Technology,5-10
23487,Roeland Verstraete,English,Bachelor,Financial intermediation,10+
11714,Maria Desmet,French,PhD,Pharmaceutical,2-4
24799,Andy Maes,Dutch,High School,Energy,2-4
19884,Odette Stas,French,High school,Cleaning,10+
19458,Evi Vandenberghe,French,Bachelor,Energy,0-1
15138,Thomas Willekens,Spanish,High School,Transport,5-10
12718,Wannes Van der Linden,Dutch,Bachelor,Education,2-4
22076,Frank Vercammen Casier,English,Bachelor,Wholesale and retail,0-1
14654,Anna De Waele Vermeersch,Dutch,High School,Health and social services,5-10
24108,Axel Janssens,English,PhD,Manufacturing,10+
18902,Nora Verbeke,German,Master,Administration,10+
18095,Marleen Smet,Spanish,Master,Wholesale and retail,5-10
11619,Juliette Van de Velde,German,PhD,Manufacturing,0-1
15916,Willem Beeckman,French,Bachelor,Transport,2-4
15431,Ivan De Cock,French,Bachelor,Financial intermediation,10+
22212,Maria Liekens,Spanish,High School,Pharmaceutical,5-10
13163,Dries Smets,German,High school,Cleaning,10+
13355,Jean Put,Dutch,PhD,Pharmaceutical,10+
22541,Jeroen Willekens,German,Master,Technology,0-1
17306,Bart Nijs,English,High School,Wholesale and retail,2-4
19406,Josée Verdonck,French,PhD,Transport,10+
20902,Jenny Wouters,Dutch,High School,Hotels and restaurants,5-10
11167,Christel Devos,French,High School,Wholesale and retail,2-4
22810,Isabelle Michielsen,German,PhD,Research,5-10
14894,Maria Van den Broeck Hermans,Spanish,Master,Education,5-10
18111,Godelieve Peeters,Dutch,PhD,Energy,0-1
21366,Sonia Smets,Spanish,High School,Transport,10+
16273,Tatiana De Backer,German,Master,Administration,5-10
11041,Jeanne Pauwels,English,Master,Manufacturing,2-4
20096,Linda Verdonck,Spanish,High school,Cleaning,0-1
16930,Sofie Hermans,Spanish,High School,Technology,10+
11552,Hubert Verwimp,German,PhD,Energy,2-4
17615,Rita Joris,Dutch,Master,Financial intermediation,5-10
16217,Nand Lippens,German,Bachelor,Transport,0-1
22392,Johanna Lammens,Spanish,High School,Research,2-4
20329,Sabine Dejonghe,French,PhD,Health and social services,2-4
10828,Noël De Ryck,French,PhD,Manufacturing,0-1
12334,William Janssen,Spanish,High School,Health and social services,10+
11844,Karina Steyaert,Dutch,Master,Pharmaceutical,5-10
10334,Edwin De Wolf,Spanish,Master,Health and social services,10+
20426,Marco Mariën,French,High School,Pharmaceutical,2-4
10710,Nancy De Waele,English,Bachelor,Logistics,5-10
12810,Denise Rogiers,Spanish,Bachelor,Construction,2-4
23508,Joseph Van Herck,Spanish,High school,Cleaning,5-10
18656,Kristel Dewulf,English,High School,Energy,2-4
16949,Monique Debruyne,Dutch,Bachelor,Hotels and restaurants,5-10
15041,Martine De Smedt,German,PhD,Education,5-10
22129,Elise Dobbelaere,French,Bachelor,Agriculture,10+
19225,Nancy Declercq,French,PhD,Transport,5-10
15845,Jan Bollen,German,High School,Administration,2-4
18549,Elisa Cornelis,German,High School,Administration,0-1
21182,Etienne Verstraeten,German,Bachelor,Health and social services,2-4
10924,Micheline Leemans,German,Master,Pharmaceutical,0-1
22453,Nicole Hermans Ooms,French,Master,Hotels and restaurants,5-10
15751,Nico Singh,Spanish,PhD,Technology,10+
11976,Cyriel De Wolf,Spanish,Bachelor,Logistics,0-1
20934,Marie Malfait,English,PhD,Hotels and restaurants,2-4
15334,Veerle De Cuyper Merckx,Spanish,Bachelor,Administration,10+
21719,Tom Stas,Dutch,Bachelor,Health and social services,0-1
18400,Thomas Everaert,Dutch,Bachelor,Construction,0-1
10875,Hugo Verschueren,German,High school,Cleaning,0-1
16910,Jeremy Pieters Van Damme,English,Master,Technology,2-4
23581,Steffi Vandevelde,French,High School,Transport,5-10
11565,Willy Buelens,Spanish,Bachelor,Financial intermediation,5-10
20060,Laurens Jacobs,Spanish,High School,Energy,10+
10045,Francine Janssens De Groof,French,PhD,Logistics,5-10
15421,Christiana De Bruycker Heylen,Dutch,Bachelor,Hotels and restaurants,10+
22274,Carine Van Genechten,German,Master,Agriculture,10+
18125,Francine De Coster Vranken,English,PhD,Logistics,0-1
16276,Hugo Coenen,Dutch,Master,Construction,5-10
19798,Lucas Jans,English,PhD,Education,0-1
13411,Ilse Eeckhout,German,Master,Wholesale and retail,2-4
22565,Ilse Diallo,Spanish,High School,Logistics,10+
22254,Rosalie Thomas Van Hoof,German,High School,Energy,10+
17662,Deborah Buysse,Dutch,Master,Logistics,5-10
22027,Sara Rombaut,Spanish,High School,Financial intermediation,10+
22731,Sandra Tack,German,PhD,Transport,5-10
12748,Clara Maes,Spanish,High School,Logistics,10+
22253,Eric Van Hoof Jansen,Spanish,High school,Cleaning,10+
14701,Herman Seghers,English,PhD,Energy,0-1
22092,Romy Lievens,English,High School,Manufacturing,0-1
20713,Jolien Maes,Dutch,PhD,Administration,10+
12932,Rudy Lambrecht,German,Bachelor,Construction,0-1
16475,Lieve Nijs,French,Bachelor,Manufacturing,2-4
18447,Evelien Van Damme Van Belle,German,Master,Education,2-4
20010,Bart Vercauteren,Spanish,High School,Manufacturing,0-1
17794,Elien De Schrijver,Dutch,Master,Wholesale and retail,5-10
23529,Charlotte Dierckx,Dutch,Bachelor,Wholesale and retail,0-1
13185,Sofie Van Daele,French,High School,Technology,2-4
11455,Dennis Gevaert,Spanish,PhD,Transport,10+
11256,Elise Peters,Spanish,High School,Transport,5-10
15700,Kelly Marien,Dutch,High School,Energy,5-10
20566,Eddy Sabbe,Dutch,PhD,Construction,10+
22995,Ellen Van Damme,French,PhD,Technology,0-1
24053,Lien Temmerman,French,PhD,Manufacturing,0-1
18831,Lucien De Schutter,English,PhD,Energy,0-1
18060,Dirk Verhelst,Dutch,Bachelor,Health and social services,5-10
12195,Danny De Baets,French,High school,Cleaning,0-1
10430,Greta Verhaeghe,Spanish,High school,Cleaning,5-10
17282,Christiane Maes,English,Master,Education,2-4
15327,Joeri Van Baelen,Dutch,PhD,Transport,2-4
17308,Jill Demeyer,French,Master,Education,2-4
19872,Liesbet Poelmans,Dutch,Bachelor,Hotels and restaurants,5-10
21519,Maria Baert Michiels,English,Master,Administration,2-4
11589,Cécile Van Damme,German,Master,Hotels and restaurants,10+
15086,Melissa Callens Janssens,Dutch,High School,Manufacturing,10+
14911,Liesbeth Boon,Dutch,PhD,Agriculture,0-1
14113,Jean De Roo,Dutch,PhD,Administration,0-1
21155,Deborah Dobbelaere,Dutch,Bachelor,Administration,2-4
14385,Guido De Groote,French,Bachelor,Construction,5-10
11884,Febe Goossens,German,Bachelor,Transport,5-10
22502,Mohammad Maertens Broeckx,Spanish,Bachelor,Logistics,0-1
19248,Carine De Wachter,Dutch,Bachelor,Construction,0-1
16153,Willem Declercq,Spanish,Bachelor,Transport,2-4
14426,Francis Pauwels,French,High School,Pharmaceutical,5-10
15170,Elisabeth Jacobs,German,High School,Hotels and restaurants,10+
22462,Jonas Martens,English,PhD,Energy,2-4
16297,Theo Nuyts,English,Master,Logistics,0-1
12880,Luc Van Lierde,English,High School,Manufacturing,0-1
14304,Gino Mortier,English,PhD,Education,0-1
13317,Stefan Derycke,English,Bachelor,Financial intermediation,0-1
21359,François Janssens,German,Master,Health and social services,2-4
22029,Stijn Sterckx,Dutch,Bachelor,Health and social services,5-10
10103,Pascale Jacobs,English,Master,Health and social services,5-10
20349,Myriam Lemmens,Dutch,Master,Financial intermediation,10+
12311,Anita Slegers De Vos,Spanish,PhD,Technology,0-1
23350,Levi Van Looveren,Dutch,Master,Administration,0-1
17319,Katleen Lippens,Spanish,Bachelor,Manufacturing,5-10
11219,Robert Timmermans Sterckx,Dutch,Master,Health and social services,0-1
15812,Ludo Van Driessche,Spanish,PhD,Technology,10+
17380,Ayse Joos,Dutch,Master,Agriculture,0-1
13744,Elisabeth Vermeulen,Dutch,Bachelor,Transport,5-10
22647,Jarne Boonen,German,High school,Cleaning,0-1
18649,Hilde Van Belle Stevens,Spanish,PhD,Manufacturing,2-4
22571,Rudy Daniels,Dutch,High School,Transport,10+
10090,Bert Verhaeghe Verhelst,German,Bachelor,Wholesale and retail,5-10
17285,Nele De Sutter,German,Bachelor,Construction,0-1
10963,Paul De Meyer,Spanish,High School,Wholesale and retail,5-10
15250,Lien De Roo,Dutch,Bachelor,Manufacturing,5-10
11799,Ayse De Winter,German,High School,Research,0-1
18874,Dave Vanhoutte,English,Bachelor,Financial intermediation,0-1
20568,Ruben Ceuppens,English,PhD,Education,2-4
15727,Marie-Christine Vercauteren,English,PhD,Transport,10+
11452,Sven Poppe,Dutch,High school,Cleaning,10+
11942,Guido Van Parys,English,High School,Construction,0-1
10500,Marc Hermans,French,PhD,Pharmaceutical,10+
13137,Jonas Maes,Spanish,PhD,Energy,10+
11468,David Baert,French,Master,Research,0-1
18704,Jean Vleugels,French,Bachelor,Pharmaceutical,10+
17119,Anja Dierickx,English,PhD,Transport,0-1
17420,Samuel Moons,Spanish,PhD,Manufacturing,0-1
12139,Britt Bogaerts,German,Bachelor,Health and social services,5-10
22592,Laura Devriendt,French,PhD,Energy,2-4
23142,Eric Vercauteren,German,Master,Administration,2-4
15818,Roger Lambrecht,German,PhD,Logistics,2-4
19487,Felix Desmet,Dutch,High School,Pharmaceutical,5-10
11727,Nelly Fierens,Spanish,Master,Administration,0-1
24167,Elena De Clercq,Spanish,Master,Energy,10+
14551,Brigitta Van den Broeck,French,Master,Transport,0-1
16115,Anna Bogaert,Dutch,Bachelor,Construction,10+
16787,Yvonne Lemmens,Dutch,Master,Wholesale and retail,0-1
17039,Karen Dillen,Dutch,Master,Pharmaceutical,2-4
20840,Paul Lievens,Spanish,PhD,Administration,2-4
24758,Finn Neyens,Spanish,PhD,Technology,2-4
16687,Mario De Smet Thijs,English,High School,Construction,2-4
24362,Patrick Verhaeghe,Spanish,Master,Wholesale and retail,0-1
17522,Luna Goris,Spanish,Master,Logistics,2-4
16167,Evelien Temmerman,Dutch,High School,Research,5-10
23341,Marcel De Weerdt,German,Master,Research,5-10
21900,Jürgen Martens,French,PhD,Pharmaceutical,2-4
15454,Maria Stevens,German,Bachelor,Education,2-4
10894,Hilda Verstraete,French,Bachelor,Health and social services,0-1
22750,Remi De Meyer,English,High school,Cleaning,5-10
13843,Freddy Verlinden,Spanish,Bachelor,Energy,0-1
24468,Amélie Boon,French,PhD,Research,0-1
10024,Estelle Jacobs,French,High School,Health and social services,2-4
23575,Alain Renders,French,High School,Transport,10+
10016,Els Van Damme,French,Master,Pharmaceutical,0-1
23137,Patrick Bekaert,Spanish,Bachelor,Administration,10+
24246,Ingrid Christiaens,German,Master,Health and social services,10+
16095,Patrick Troch,French,Master,Construction,5-10
15606,Kristof Cornelis,Dutch,PhD,Hotels and restaurants,5-10
17431,Koenraad Van den Bergh,French,PhD,Research,10+
16201,Elisabeth Verbist,Spanish,High School,Energy,2-4
14982,Zita Verfaillie,Dutch,Bachelor,Agriculture,10+
17560,Jessica Goossens,Spanish,PhD,Pharmaceutical,5-10
16064,Marie Bouckaert,English,Bachelor,Research,0-1
16869,Carine Van Laer Van Laer,Spanish,Bachelor,Health and social services,10+
16468,Ivo Van Dyck,Dutch,Bachelor,Administration,10+
15943,Gino Desmet,German,Bachelor,Education,0-1
22353,Jonathan Lammens,Dutch,Bachelor,Construction,0-1
13155,Roland Geerts,German,Master,Financial intermediation,2-4
12281,Jef Verhoeven,Dutch,Bachelor,Construction,10+
19632,Frans Seghers,French,High School,Pharmaceutical,2-4
22431,Kenny Michiels,Spanish,PhD,Education,0-1
22948,Nathalie Degroote,English,Bachelor,Logistics,2-4
24541,Jozef Stroobants,German,Bachelor,Administration,0-1
20825,Laurens Vercauteren,German,Master,Administration,10+
10961,Claudine Verlinden,French,Bachelor,Energy,5-10
15530,Andy Peeters,French,Master,Education,0-1
10044,Sander Janssens,Dutch,Bachelor,Wholesale and retail,10+
17097,Inge Yildirim,German,High school,Cleaning,5-10
18513,José Wauters,Spanish,Bachelor,Construction,10+
15315,Jens Neirynck,Dutch,PhD,Research,0-1
20064,Henri Voet,French,Bachelor,Wholesale and retail,2-4
10344,Pierre Peeters,German,Master,Agriculture,0-1
12488,Peter Derycke,English,High School,Manufacturing,0-1
22649,Lucien Dubois,English,PhD,Construction,10+
